Country,CustomerID,Description,InvoiceDate,InvoiceNo,Quantity,StockCode,UnitPrice
United Kingdom,customer19,JUMBO BAG APPLES,2018-09-28,70073,1,23199,2.08
United Kingdom,customer19,BATHROOM METAL SIGN,2018-09-28,70073,2,82580,0.55
United Kingdom,customer19,VIPPASSPORT COVER ,2018-09-28,70073,2,20622,4.21
United Kingdom,customer19,REGENCY TEA PLATE GREEN ,2018-09-28,70073,12,23171,1.65
United Kingdom,customer19,HANGING HEART JAR T-LIGHT HOLDER,2018-09-28,70073,1,84978,1.25
United Kingdom,customer19, SET 2 TEA TOWELS I LOVE LONDON ,2018-09-28,70073,4,22900,2.95
United Kingdom,customer14,TRADITIONAL NAUGHTS & CROSSES,2018-09-27,70074,1,23571,1.65
United Kingdom,customer14,RETRO LONGBOARD IRONING BOARD COVER,2018-09-27,70074,12,47563A,3.75
United Kingdom,customer14,ROCKING HORSE RED CHRISTMAS ,2018-09-27,70074,1,22571,0.72
United Kingdom,customer14,RED LOVE HEART SHAPE CUP,2018-09-27,70074,10,22132,1.66
United Kingdom,customer14,S/4 IVORY MINI ROSE CANDLE IN BOWL,2018-09-27,70074,1,85039B,1.66
United Kingdom,customer14,MIRRORED WALL ART GENTS,2018-09-27,70074,4,21367,2.55
United Kingdom,customer14,MOODY BOY  DOOR HANGER ,2018-09-27,70074,10,21159,1.45
United Kingdom,customer14,LADLE LOVE HEART RED ,2018-09-27,70074,12,22134,0.85
United Kingdom,customer7,EASTER DECORATION NATURAL CHICK,2018-11-22,70075,32,22265,1.28
United Kingdom,customer7,60 TEATIME FAIRY CAKE CASES,2018-11-22,70075,6,84991,0.55
United Kingdom,customer7,FLUTED ANTIQUE CANDLE HOLDER,2018-11-22,70075,1,22792,1.66
United Kingdom,customer7,FELTCRAFT HAIRBANDS PINK AND WHITE ,2018-11-22,70075,1,22565,0.85
United Kingdom,customer7,CAKE STAND LOVEBIRD 2 TIER PINK,2018-11-22,70075,1,22221,20.38
United Kingdom,customer7,TREASURE TIN GYMKHANA DESIGN,2018-11-22,70075,4,23241,2.08
United Kingdom,customer7,PINK REGENCY TEACUP AND SAUCER,2018-11-22,70075,10,22698,2.95
United Kingdom,customer7,EASTER TIN CHICKS PINK DAISY,2018-11-22,70075,1,22860,1.65
United Kingdom,customer7,CHRISTMAS RETROSPOT HEART WOOD,2018-11-22,70075,2,22602,1.66
United Kingdom,customer7,FRENCH WC SIGN BLUE METAL,2018-11-22,70075,2,22670,1.25
United Kingdom,customer7,OVEN MITT APPLES DESIGN,2018-11-22,70075,10,22897,2.98
United Kingdom,customer7,LADIES & GENTLEMEN METAL SIGN,2018-11-22,70075,12,85150,2.55
United Kingdom,customer7,FELTCRAFT PRINCESS LOLA DOLL,2018-11-22,70075,1,22750,3.75
United Kingdom,customer7,VINTAGE DOILY TRAVEL SEWING KIT,2018-11-22,70075,3,23493,1.95
United Kingdom,customer7,YELLOW GIANT GARDEN THERMOMETER,2018-11-22,70075,1,22928,11.87
United Kingdom,customer7,WOODEN PICTURE FRAME WHITE FINISH,2018-11-22,70075,1,82482,2.1
United Kingdom,customer7,SMALL WHITE HEART OF WICKER,2018-11-22,70075,18,23321,1.69
United Kingdom,customer7,BLACK RECORD COVER FRAME,2018-11-22,70075,1,21137,3.39
United Kingdom,customer7,COLOUR GLASS T-LIGHT HOLDER HANGING,2018-11-22,70075,1,84755,0.65
United Kingdom,customer7,LUSH GREENS RIBBONS,2018-11-22,70075,2,85049B,1.25
United Kingdom,customer7,WATERING CAN GARDEN MARKER,2018-11-22,70075,8,22477,2.51
United Kingdom,customer7,ANTIQUE SILVER TEA GLASS ENGRAVED,2018-11-22,70075,3,84947,1.06
United Kingdom,customer7,DOORMAT VINTAGE LEAVES DESIGN ,2018-11-22,70075,1,23283,7.95
United Kingdom,customer7,CHARLIE LOLA BLUE HOT WATER BOTTLE ,2018-11-22,70075,6,84031B,4.21
United Kingdom,customer7,SKETCHBOOK MAGNETIC SHOPPING LIST,2018-11-22,70075,9,23197,1.45
United Kingdom,customer7,PACK OF 20 NAPKINS RED APPLES,2018-11-22,70075,1,22908,1.66
United Kingdom,customer7,SET OF 60 PANTRY DESIGN CAKE CASES ,2018-11-22,70075,36,23307,0.55
United Kingdom,customer7,PINK POLKADOT BOWL,2018-11-22,70075,1,20677,1.25
United Kingdom,customer7,SET/6 FRUIT SALAD PAPER CUPS,2018-11-22,70075,24,21088,0.65
United Kingdom,customer7,WOODEN FRAME ANTIQUE WHITE ,2018-11-22,70075,6,82494L,2.55
United Kingdom,customer7,GOLD MUG BONE CHINA TREE OF LIFE,2018-11-22,70075,6,22307,1.95
United Kingdom,customer7,HANGING HEART ZINC T-LIGHT HOLDER,2018-11-22,70075,1,84970S,0.64
United Kingdom,customer7,HOMEMADE JAM SCENTED CANDLES,2018-11-22,70075,2,22969,1.45
United Kingdom,customer7,TEA COSY RED  STRIPE,2018-11-22,70075,2,22309,5.06
United Kingdom,customer7,BLUE POT PLANT CANDLE ,2018-11-22,70075,36,20931,7.62
United Kingdom,customer7,CHARLIE & LOLA WASTEPAPER BIN BLUE,2018-11-22,70075,24,85183A,3.75
United Kingdom,customer7,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,2018-11-22,70075,2,22771,1.25
United Kingdom,customer7,MEMO BOARD COTTAGE DESIGN,2018-11-22,70075,11,22505,4.95
United Kingdom,customer7,WHITE BROCANTE SOAP DISH,2018-11-22,70075,1,22831,5.91
United Kingdom,customer7,FAWN BLUE HOT WATER BOTTLE,2018-11-22,70075,12,21481,2.95
United Kingdom,customer7,BLUE POLKADOT KIDS BAG,2018-11-22,70075,2,22324,4.21
United Kingdom,customer7,PLASTERS IN TIN SKULLS,2018-11-22,70075,24,22553,1.65
United Kingdom,customer7,WRAP FLOWER SHOP  ,2018-11-22,70075,1,23547,0.42
United Kingdom,customer7,SET/20 STRAWBERRY PAPER NAPKINS ,2018-11-22,70075,5,21078,0.85
United Kingdom,customer7,VINTAGE CHRISTMAS GIFT SACK,2018-11-22,70075,3,23312,4.15
United Kingdom,customer7,IVORY WICKER HEART LARGE,2018-11-22,70075,2,23332,1.65
United Kingdom,customer7,JUMBO BAG RED RETROSPOT,2018-11-22,70075,1,85099B,1.65
United Kingdom,customer7,VINTAGE SNAP CARDS,2018-11-22,70075,4,21790,0.85
United Kingdom,customer7,KITCHEN METAL SIGN,2018-11-22,70075,1,82578,0.55
United Kingdom,customer7,ENGLISH ROSE HOT WATER BOTTLE,2018-11-22,70075,24,84030E,3.75
United Kingdom,customer7,YELLOW GIANT GARDEN THERMOMETER,2018-11-22,70075,5,22928,11.87
United Kingdom,customer7,PACK OF 72 RETROSPOT CAKE CASES,2018-11-22,70075,1,21212,0.42
United Kingdom,customer7,BLOND DOLL DOORSTOP,2018-11-22,70075,3,21117,6.75
United Kingdom,customer7,JUMBO BAG RED RETROSPOT,2018-11-22,70075,24,85099B,1.65
United Kingdom,customer7,RED DINER WALL CLOCK,2018-11-22,70075,12,22193,8.5
United Kingdom,customer7,STARS GIFT TAPE ,2018-11-22,70075,20,21883,0.65
United Kingdom,customer7,HANGING SPRING FLOWER EGG SMALL,2018-11-22,70075,2,85194S,0.65
United Kingdom,customer1,RECIPE BOX PANTRY YELLOW DESIGN,2018-02-15,70076,1,22666,2.95
United Kingdom,customer1,SET/6 PINK  BUTTERFLY T-LIGHTS,2018-02-15,70076,12,72351B,4.21
United Kingdom,customer1,BAG 250g SWIRLY MARBLES,2018-02-15,70076,3,21704,1.66
United Kingdom,customer1,GIN & TONIC DIET GREETING CARD ,2018-02-15,70076,12,21519,0.42
United Kingdom,customer1,SMALL POPCORN HOLDER,2018-02-15,70076,12,22197,0.72
United Kingdom,customer1,FRENCH LAVENDER SCENT HEART,2018-02-15,70076,4,21391,4.21
United Kingdom,customer1,CHILDS GARDEN BRUSH BLUE,2018-02-15,70076,1,22518,4.21
United Kingdom,customer1,VICTORIAN GLASS HANGING T-LIGHT,2018-02-15,70076,20,22178,1.25
United Kingdom,customer1,LUNCH BOX I LOVE LONDON,2018-02-15,70076,24,22659,1.95
United Kingdom,customer1,JUMBO BAG VINTAGE CHRISTMAS ,2018-02-15,70076,1,23343,2.08
United Kingdom,customer1,SET 12 COLOUR PENCILS LOVE LONDON,2018-02-15,70076,6,23365,0.65
United Kingdom,customer1,60 CAKE CASES DOLLY GIRL DESIGN,2018-02-15,70076,12,22951,0.55
United Kingdom,customer1,SET OF 6 3D KIT CARDS FOR KIDS,2018-02-15,70076,5,85227,1.66
United Kingdom,customer1,SKULLS  WATER TRANSFER TATTOOS ,2018-02-15,70076,5,21544,0.85
United Kingdom,customer1,CHRISTMAS CRAFT TREE TOP ANGEL,2018-02-15,70076,1,22141,2.1
United Kingdom,customer1,SET 7 BABUSHKA NESTING BOXES,2018-02-15,70076,1,22752,7.65
United Kingdom,customer1,LUNCH BAG ALPHABET DESIGN,2018-02-15,70076,6,23207,1.65
United Kingdom,customer1,60 CAKE CASES VINTAGE CHRISTMAS,2018-02-15,70076,12,22952,0.55
United Kingdom,customer1,NOVELTY BISCUITS CAKE STAND 3 TIER,2018-02-15,70076,1,22890,20.38
United Kingdom,customer1,CUPID DESIGN SCENTED CANDLES,2018-02-15,70076,24,72819,2.55
United Kingdom,customer1,CAKES AND RABBITS DESIGN FLANNEL ,2018-02-15,70076,4,21943,1.66
United Kingdom,customer1,BOTANICAL LILY GREETING CARD,2018-02-15,70076,6,22032,0.42
United Kingdom,customer1,PACK OF 72 RETROSPOT CAKE CASES,2018-02-15,70076,12,21212,0.42
United Kingdom,customer1,RED RETROSPOT OVEN GLOVE ,2018-02-15,70076,24,21154,1.06
United Kingdom,customer1,CITRONELLA CANDLE FLOWERPOT,2018-02-15,70076,12,21713,2.1
United Kingdom,customer1,STRAWBERRY CHARLOTTE BAG,2018-02-15,70076,1,20723,0.85
United Kingdom,customer1,BLUE SAVANNAH PICNIC HAMPER FOR 2,2018-02-15,70076,12,84796B,24.96
United Kingdom,customer1,GLASS JAR KINGS CHOICE,2018-02-15,70076,12,22359,5.91
United Kingdom,customer1,WOODEN UNION JACK BUNTING,2018-02-15,70076,2,22499,12.72
United Kingdom,customer15,PINK CREAM FELT CRAFT TRINKET BOX ,2018-01-14,70077,2,20972,1.25
United Kingdom,customer15,PLASTERS IN TIN SKULLS,2018-01-14,70077,1,22553,1.65
United Kingdom,customer15,GIN & TONIC DIET GREETING CARD ,2018-01-14,70077,2,21519,0.42
United Kingdom,customer15,BLUE DINER WALL CLOCK,2018-01-14,70077,3,22192,8.5
United Kingdom,customer15,DOLLCRAFT GIRL NICOLE,2018-01-14,70077,3,23127,4.95
United Kingdom,customer13,RED RETROSPOT ROUND CAKE TINS,2018-03-21,70078,10,21217,21.23
United Kingdom,customer13,YELLOW COAT RACK PARIS FASHION,2018-03-21,70078,2,22912,4.95
United Kingdom,customer13,ENAMEL COLANDER CREAM,2018-03-21,70078,4,22425,10.17
United Kingdom,customer13,CREAM SLICE FLANNEL CHOCOLATE SPOT ,2018-03-21,70078,6,21106,2.95
United Kingdom,customer13,ROLL WRAP 50'S CHRISTMAS,2018-03-21,70078,2,23351,1.25
United Kingdom,customer13,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,2018-03-21,70078,6,22771,1.25
United Kingdom,customer13,BATHROOM METAL SIGN,2018-03-21,70078,2,82580,0.55
United Kingdom,customer13,PINK HEART OF GLASS BRACELET,2018-03-21,70078,2,90123A,5.95
United Kingdom,customer13,CHILDRENS APRON APPLES DESIGN,2018-03-21,70078,1,22898,4.21
United Kingdom,customer13,FELTCRAFT BOY JEAN-PAUL KIT,2018-03-21,70078,4,23128,4.95
United Kingdom,customer13,WRAP RED DOILEY,2018-03-21,70078,1,23545,0.42
United Kingdom,customer13,DOORMAT KEEP CALM AND COME IN,2018-03-21,70078,1,23284,6.75
United Kingdom,customer13,RECIPE BOX PANTRY YELLOW DESIGN,2018-03-21,70078,1,22666,2.95
United Kingdom,customer13,REGENCY TEA SPOON,2018-03-21,70078,12,23160,1.04
United Kingdom,customer13,PANTRY MAGNETIC  SHOPPING LIST,2018-03-21,70078,1,23198,1.45
United Kingdom,customer5,CHILDS GARDEN TROWEL BLUE ,2018-01-09,70079,1,22520,0.85
United Kingdom,customer5,ENAMEL WATERING CAN CREAM,2018-01-09,70079,2,22430,10.17
United Kingdom,customer5,SMALL MARSHMALLOWS PINK BOWL,2018-01-09,70079,1,84596F,1.25
United Kingdom,customer5,I'M ON HOLIDAY METAL SIGN,2018-01-09,70079,1,21907,2.1
United Kingdom,customer2,MEDIUM MEDINA STAMPED METAL BOWL ,2018-07-21,70080,4,21683,2.95
United Kingdom,customer2,WOODEN BOX OF DOMINOES,2018-07-21,70080,6,21889,1.25
United Kingdom,customer2,RED 3 PIECE RETROSPOT CUTLERY SET,2018-07-21,70080,12,84997B,3.75
United Kingdom,customer2,CERAMIC BOWL WITH STRAWBERRY DESIGN,2018-07-21,70080,1,22063,2.95
United Kingdom,customer2,BLUE POLKADOT PLATE ,2018-07-21,70080,3,21244,1.69
United Kingdom,customer2,CHRISTMAS MUSICAL ZINC HEART ,2018-07-21,70080,10,22597,0.85
United Kingdom,customer2,JAM JAR WITH PINK LID,2018-07-21,70080,1,22962,0.72
United Kingdom,customer2,JAM JAR WITH GREEN LID,2018-07-21,70080,12,22963,0.72
United Kingdom,customer2,GLITTER HANGING BUTTERFLY STRING,2018-07-21,70080,12,20829,2.1
United Kingdom,customer17,SET 10 LIGHTS NIGHT OWL,2018-01-02,70081,1,22179,6.75
United Kingdom,customer17,SMALL HEART MEASURING SPOONS,2018-01-02,70081,6,22196,0.85
United Kingdom,customer17,HANGING JAM JAR T-LIGHT HOLDER,2018-01-02,70081,1,71459,1.69
United Kingdom,customer17,SET OF 4 KNICK KNACK TINS DOILEY ,2018-01-02,70081,2,23240,4.15
United Kingdom,customer17,OFFICE MUG WARMER POLKADOT,2018-01-02,70081,1,22312,2.95
United Kingdom,customer17,LUNCH BAG PAISLEY PARK  ,2018-01-02,70081,4,23583,1.65
United Kingdom,customer17,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2018-01-02,70081,10,85048,16.98
United Kingdom,customer17,KINGS CHOICE GIANT TUBE MATCHES,2018-01-02,70081,2,21586,2.55
United Kingdom,customer17,LUNCH BAG DOILEY PATTERN ,2018-01-02,70081,1,23209,1.65
United Kingdom,customer17,VINTAGE UNION JACK BUNTING,2018-01-02,70081,12,21621,8.5
United Kingdom,customer17,GINGHAM RECIPE BOOK BOX,2018-01-02,70081,3,23424,4.95
United Kingdom,customer17,PICNIC BASKET WICKER SMALL,2018-01-02,70081,4,22502,5.95
United Kingdom,customer17,BLUE PARTY BAGS ,2018-01-02,70081,12,47599B,2.1
United Kingdom,customer17,PIN CUSHION BABUSHKA PINK,2018-01-02,70081,3,22446,3.35
United Kingdom,customer17,CHRISTMAS HANGING TREE WITH BELL,2018-01-02,70081,4,21809,2.51
United Kingdom,customer17,RECYCLING BAG RETROSPOT ,2018-01-02,70081,1,22379,2.1
United Kingdom,customer17,SET/10 PINK POLKADOT PARTY CANDLES,2018-01-02,70081,1,21122,1.25
United Kingdom,customer17,RECYCLED ACAPULCO MAT RED,2018-01-02,70081,48,23049,8.25
United Kingdom,customer17,DOORSTOP RACING CAR DESIGN,2018-01-02,70081,2,22512,7.62
United Kingdom,customer17,PENS ASSORTED SPACEBALL,2018-01-02,70081,1,22609,1.66
United Kingdom,customer17,PINK BITTY LIGHT CHAIN,2018-01-02,70081,10,85179C,9.32
United Kingdom,customer17,SMALL RED BABUSHKA NOTEBOOK ,2018-01-02,70081,2,22754,0.85
United Kingdom,customer17,JAZZ HEARTS ADDRESS BOOK,2018-01-02,70081,12,20996,0.84
United Kingdom,customer17,JUMBO BAG OWLS,2018-01-02,70081,3,20713,1.95
United Kingdom,customer17,SET/6 BEAD COASTERS GAUZE BAG GOLD,2018-01-02,70081,1,47021G,1.25
United Kingdom,customer17,PINK BITTY LIGHT CHAIN,2018-01-02,70081,1,85179C,9.32
United Kingdom,customer17,CREAM WALL PLANTER HEART SHAPED,2018-01-02,70081,1,22822,12.72
United Kingdom,customer17,GIN + TONIC DIET METAL SIGN,2018-01-02,70081,6,21175,2.1
United Kingdom,customer17,SET OF 3 CAKE TINS SKETCHBOOK,2018-01-02,70081,2,22721,4.95
United Kingdom,customer17,SET OF 6 NATIVITY MAGNETS ,2018-01-02,70081,2,23157,2.08
United Kingdom,customer17,LUNCH BAG PINK POLKADOT,2018-01-02,70081,5,22384,1.65
United Kingdom,customer17,TRAVEL CARD WALLET TRANSPORT,2018-01-02,70081,24,23000,0.42
United Kingdom,customer17,HOT WATER BOTTLE I AM SO POORLY,2018-01-02,70081,6,22835,4.65
United Kingdom,customer17,CHILDS GARDEN SPADE PINK,2018-01-02,70081,2,22515,4.21
United Kingdom,customer17,PAPER BUNTING RETROSPOT,2018-01-02,70081,3,22090,5.91
United Kingdom,customer17,PANTRY HOOK SPATULA,2018-01-02,70081,1,23421,2.08
United Kingdom,customer17,GUMBALL COAT RACK,2018-01-02,70081,2,22467,2.55
United Kingdom,customer17,PANTRY ROLLING PIN,2018-01-02,70081,4,22978,3.75
United Kingdom,customer17,EDWARDIAN PARASOL NATURAL,2018-01-02,70081,12,15056N,5.95
United Kingdom,customer17,SET OF 36 TEATIME PAPER DOILIES,2018-01-02,70081,1,84987,1.45
United Kingdom,customer17,GIN + TONIC DIET METAL SIGN,2018-01-02,70081,12,21175,2.1
United Kingdom,customer17,REGENCY TEAPOT ROSES ,2018-01-02,70081,1,23173,8.15
United Kingdom,customer17,TRAVEL CARD WALLET KEEP CALM,2018-01-02,70081,36,22998,0.42
United Kingdom,customer17,DOUGHNUT LIP GLOSS ,2018-01-02,70081,1,23077,1.25
United Kingdom,customer17,WOODEN UNION JACK BUNTING,2018-01-02,70081,12,22499,12.72
United Kingdom,customer17,ANTIQUE GLASS PEDESTAL BOWL,2018-01-02,70081,4,22801,3.75
United Kingdom,customer17,4 LAVENDER BOTANICAL DINNER CANDLES,2018-01-02,70081,3,21615,3.75
United Kingdom,customer17,ALARM CLOCK BAKELIKE GREEN,2018-01-02,70081,1,22726,3.75
United Kingdom,customer17,CHRISTMAS TREE STAR DECORATION,2018-01-02,70081,4,21803,0.43
United Kingdom,customer17,DOORMAT UNION JACK GUNS AND ROSES,2018-01-02,70081,4,21955,7.95
United Kingdom,customer17,SET OF 6 SPICE TINS PANTRY DESIGN,2018-01-02,70081,6,22722,3.95
United Kingdom,customer17,3 HOOK PHOTO SHELF ANTIQUE WHITE,2018-01-02,70081,4,22171,8.5
United Kingdom,customer17, OVAL WALL MIRROR DIAMANTE ,2018-01-02,70081,4,22167,20.38
United Kingdom,customer17,RED RETROSPOT PICNIC BAG,2018-01-02,70081,12,21936,5.91
United Kingdom,customer7,GIRAFFE WOODEN RULER,2018-05-17,70082,6,22991,1.95
United Kingdom,customer7,SET OF 4 ROSE BOTANICAL CANDLES,2018-05-17,70082,3,21620,3.75
United Kingdom,customer7,KNITTED UNION FLAG HOT WATER BOTTLE,2018-05-17,70082,10,84029G,3.39
United Kingdom,customer7,JUMBO BAG STRAWBERRY,2018-05-17,70082,1,85099F,1.95
United Kingdom,customer7,FAWN BLUE HOT WATER BOTTLE,2018-05-17,70082,2,21481,2.95
United Kingdom,customer7,RECYCLED ACAPULCO MAT PINK,2018-05-17,70082,1,23053,8.25
United Kingdom,customer7,PINK CREAM FELT CRAFT TRINKET BOX ,2018-05-17,70082,3,20972,1.25
United Kingdom,customer7,WHITE HANGING HEART T-LIGHT HOLDER,2018-05-17,70082,2,85123A,2.55
United Kingdom,customer7,DAISY SKETCHBOOK ,2018-05-17,70082,4,20763,7.62
United Kingdom,customer7,DAISIES  HONEYCOMB GARLAND ,2018-05-17,70082,4,21204,3.36
United Kingdom,customer7,SET/6 RED SPOTTY PAPER PLATES,2018-05-17,70082,12,21094,0.85
United Kingdom,customer7,CHILDREN'S SPACEBOY MUG,2018-05-17,70082,1,22972,1.65
United Kingdom,customer7,PLASTERS IN TIN SPACEBOY,2018-05-17,70082,3,22551,1.65
United Kingdom,customer7,CARD MOTORBIKE SANTA,2018-05-17,70082,10,22816,0.85
United Kingdom,customer7,CHRISTMAS CRAFT LITTLE FRIENDS,2018-05-17,70082,10,22144,2.1
United Kingdom,customer7,JAM MAKING SET WITH JARS,2018-05-17,70082,8,22960,4.25
United Kingdom,customer7,PACK OF 12 LONDON TISSUES ,2018-05-17,70082,1,22616,0.29
United Kingdom,customer7,PINK 3 PIECE POLKADOT CUTLERY SET,2018-05-17,70082,1,84997D,3.75
United Kingdom,customer7,STRAWBERRY   PICNIC BAG,2018-05-17,70082,1,21937,2.95
United Kingdom,customer7,CERAMIC BOWL WITH STRAWBERRY DESIGN,2018-05-17,70082,8,22063,2.95
United Kingdom,customer7,REX CASH+CARRY JUMBO SHOPPER,2018-05-17,70082,2,21034,0.95
United Kingdom,customer7,FELTCRAFT CUSHION OWL,2018-05-17,70082,1,22568,3.75
United Kingdom,customer7,JUMBO BAG OWLS,2018-05-17,70082,1,20713,1.95
United Kingdom,customer7,SET OF 4 KNICK KNACK TINS POPPIES,2018-05-17,70082,1,23239,4.15
United Kingdom,customer7,GLITTER STAR GARLAND WITH BELLS ,2018-05-17,70082,4,21821,7.62
United Kingdom,customer7,HAND WARMER UNION JACK,2018-05-17,70082,1,22633,1.85
United Kingdom,customer7,VICTORIAN SEWING BOX LARGE,2018-05-17,70082,1,21258,10.95
United Kingdom,customer7,SET OF 36 DOILIES PANTRY DESIGN,2018-05-17,70082,40,23306,1.45
United Kingdom,customer7,IVORY SWEETHEART WIRE LETTER RACK ,2018-05-17,70082,12,23152,3.75
United Kingdom,customer7,JUMBO BAG SPACEBOY DESIGN,2018-05-17,70082,10,22385,1.95
United Kingdom,customer7,GLITTER HANGING BUTTERFLY STRING,2018-05-17,70082,36,20829,2.1
United Kingdom,customer7,BLUE KNITTED HEN ,2018-05-17,70082,6,35915B,1.65
United Kingdom,customer7,FLOWER VINE RAFFIA FOOD COVER,2018-05-17,70082,2,21470,3.75
United Kingdom,customer7,SCANDINAVIAN PAISLEY PICNIC BAG,2018-05-17,70082,24,21932,2.95
United Kingdom,customer7,WOODEN HAPPY BIRTHDAY GARLAND,2018-05-17,70082,1,21380,2.95
United Kingdom,customer7,JAM MAKING SET PRINTED,2018-05-17,70082,1,22961,1.45
United Kingdom,customer7,BAKING SET 9 PIECE RETROSPOT ,2018-05-17,70082,10,22138,4.95
United Kingdom,customer7,CAKES AND RABBITS DESIGN FLANNEL ,2018-05-17,70082,1,21943,1.66
United Kingdom,customer7,ANGEL DECORATION PAINTED ZINC ,2018-05-17,70082,10,22337,0.65
United Kingdom,customer7,RETROSPOT TEA SET CERAMIC 11 PC ,2018-05-17,70082,1,22139,4.25
United Kingdom,customer7,6 ROCKET BALLOONS ,2018-05-17,70082,12,22439,0.65
United Kingdom,customer7,LUNCH BAG RED RETROSPOT,2018-05-17,70082,1,20725,1.65
United Kingdom,customer7,PINK FAIRY CAKE CUSHION COVER,2018-05-17,70082,2,47585A,10.17
United Kingdom,customer7,POTTERING IN THE SHED METAL SIGN,2018-05-17,70082,2,21174,4.21
United Kingdom,customer7,LUNCH BAG WOODLAND,2018-05-17,70082,4,20726,1.65
United Kingdom,customer7,LOVEBIRD HANGING DECORATION WHITE ,2018-05-17,70082,1,22219,0.85
United Kingdom,customer7,CARD CHRISTMAS VILLAGE,2018-05-17,70082,5,22818,0.85
United Kingdom,customer7,ROSES REGENCY TEACUP AND SAUCER ,2018-05-17,70082,12,22699,2.95
United Kingdom,customer7,SCOTTIE DOG HOT WATER BOTTLE,2018-05-17,70082,24,22111,4.95
United Kingdom,customer7,SPOTTY BUNTING,2018-05-17,70082,1,23298,4.95
United Kingdom,customer7,FUNKY MONKEY CUSHION COVER,2018-05-17,70082,8,46118,8.47
United Kingdom,customer7,PHARMACIE FIRST AID TIN,2018-05-17,70082,20,21906,13.57
United Kingdom,customer7,GLASS BON BON JAR,2018-05-17,70082,2,23089,1.65
United Kingdom,customer7,RED RETROSPOT ROUND CAKE TINS,2018-05-17,70082,1,21217,21.23
United Kingdom,customer7,SET OF 3 REGENCY CAKE TINS,2018-05-17,70082,18,23245,4.95
United Kingdom,customer7,3 PIECE SPACEBOY COOKIE CUTTER SET,2018-05-17,70082,3,22964,2.1
United Kingdom,customer7,SET OF 6 HERB TINS SKETCHBOOK,2018-05-17,70082,1,22723,3.95
United Kingdom,customer7,FANCY FONTS BIRTHDAY WRAP,2018-05-17,70082,22,21497,0.42
United Kingdom,customer20,FILIGRIS HEART WITH BUTTERFLY,2018-02-22,70083,2,21390,1.25
United Kingdom,customer20,JUMBO BAG RED RETROSPOT,2018-02-22,70083,3,85099B,1.65
United Kingdom,customer20,12 PENCILS SMALL TUBE RED RETROSPOT,2018-02-22,70083,2,20975,1.28
United Kingdom,customer20,RETROSPOT HEART HOT WATER BOTTLE,2018-02-22,70083,1,21485,4.25
United Kingdom,customer20,BLUE GIANT GARDEN THERMOMETER,2018-02-22,70083,2,22925,5.95
United Kingdom,customer20,SET 12 KIDS COLOUR  CHALK STICKS,2018-02-22,70083,32,21918,0.42
United Kingdom,customer20,CHILDREN'S APRON DOLLY GIRL ,2018-02-22,70083,4,22899,2.1
United Kingdom,customer20,WHITE HANGING HEART T-LIGHT HOLDER,2018-02-22,70083,4,85123A,2.55
United Kingdom,customer20,STAR T-LIGHT HOLDER WILLIE WINKIE,2018-02-22,70083,1,23274,1.65
United Kingdom,customer20,WOODEN FRAME ANTIQUE WHITE ,2018-02-22,70083,1,82494L,2.55
United Kingdom,customer20,WRAP ENGLISH ROSE ,2018-02-22,70083,32,16161P,0.42
United Kingdom,customer20,MODERN FLORAL STATIONERY SET,2018-02-22,70083,24,21990,2.51
United Kingdom,customer20,SCOTTIE DOG HOT WATER BOTTLE,2018-02-22,70083,48,22111,4.95
United Kingdom,customer20,SET OF 4 NAPKIN CHARMS HEARTS,2018-02-22,70083,2,22639,5.06
United Kingdom,customer20,RED HANGING HEART T-LIGHT HOLDER,2018-02-22,70083,1,21733,2.55
United Kingdom,customer20,LADS ONLY TISSUE BOX,2018-02-22,70083,2,22095,1.25
United Kingdom,customer20,WHITE GOOSE FEATHER CHRISTMAS TREE ,2018-02-22,70083,10,21262,7.62
United Kingdom,customer20,CHRISTMAS TREE HEART DECORATION,2018-02-22,70083,2,21802,0.43
United Kingdom,customer7,DOLLCRAFT GIRL AMELIE KIT,2018-10-24,70084,8,23126,4.95
United Kingdom,customer7,NATURAL SLATE HEART CHALKBOARD ,2018-10-24,70084,3,22457,2.95
United Kingdom,customer7,SET OF 12 FAIRY CAKE BAKING CASES,2018-10-24,70084,12,23293,0.72
United Kingdom,customer7,"RECORD FRAME 7"" SINGLE SIZE ",2018-10-24,70084,2,22041,2.1
United Kingdom,customer7,NATURAL SLATE HEART CHALKBOARD ,2018-10-24,70084,4,22457,2.95
United Kingdom,customer7,SKULL DESIGN TV DINNER TRAY,2018-10-24,70084,1,22475,4.95
United Kingdom,customer7,CHILDRENS CUTLERY DOLLY GIRL ,2018-10-24,70084,1,23254,4.15
United Kingdom,customer7,POCKET BAG PINK PAISELY BROWN SPOT,2018-10-24,70084,2,22280,1.25
United Kingdom,customer7,ROSES REGENCY TEACUP AND SAUCER ,2018-10-24,70084,32,22699,2.95
United Kingdom,customer7,JUMBO BAG VINTAGE LEAF,2018-10-24,70084,10,23202,2.08
United Kingdom,customer7,HEARTS GIFT TAPE,2018-10-24,70084,36,21879,1.66
United Kingdom,customer7,VINTAGE PAISLEY STATIONERY SET,2018-07-11,70085,1,21992,2.95
